-3.659324731111329314e-05,1.310673498882404617e-04
-7.591495368622056027e-04,1.289283777447205906e-04
6.880778339732211701e-03,4.854464589011576884e-04
5.879014343275781873e-02,8.271152293745500511e-03
2.513469377259961389e-04,6.208472555267331282e-04
1.923438974320214757e-03,1.925628825178079054e-03
-1.543069526806097047e-02,2.398958356785710865e-03
-1.421376256216969058e-02,4.727947812857731351e-03
6.357154061818875816e-03,6.243701078210068568e-03
-1.693118114526348875e-02,2.776118459230062559e-03
1.619605043754305251e-01,2.727506231304845791e-02
3.576902755075787345e-03,9.371761913450861112e-03
-6.369261051723348888e-02,6.084034095785562091e-03
-3.682973967364078921e-02,8.321991962808991325e-03
9.751269530311842959e-02,1.186790001459005206e-02
-6.730097295488565723e-02,4.765604170654565153e-02
-1.051241065997098913e-02,6.420338536365413282e-03
1.371418015969508852e-01,2.086938424602559697e-02
-1.001346930252658834e-01,1.557582965936962424e-02
-2.253883386866338545e-02,1.826209813953482558e-02
1.377160124865332291e-01,2.678591456897665146e-02
-7.553548879846630482e-02,9.531093760372857590e-03
2.143006942959735095e-01,9.192073666113478869e-02
8.717451881158781724e-02,2.493101357948194000e-02
-1.932847601653785996e-01,2.271746720690207694e-02
-3.731912387377652601e-02,2.035293028235388851e-02
1.059883482224020373e-01,3.239217104672645342e-02
3.144425015203066165e-01,1.068850105188481198e-01
-4.561850754114556844e-02,1.636924133375757331e-02
-1.085882787041632241e-01,6.736519678324477678e-02
-6.491679324266445839e-02,4.422868184965918215e-02
-1.249989918601327327e-01,5.961302668659953369e-02
7.849675117951714076e-02,6.682191603042093864e-02
-1.552474860581703475e-01,2.460690251862797384e-02
7.992228130616263471e-01,1.706046942574312719e-01
9.486603336235634176e-02,5.391975699167583791e-02
-2.037663773186038640e-01,5.505105550257392844e-02
-5.223740993194207066e-02,4.525599653388600457e-02
-9.180653157953190535e-02,8.226157707407427688e-02
6.746598803680606271e-02,1.702749453802024360e-01
-8.315703334453970752e-02,2.666869529413041021e-02
4.063716265261420046e-01,1.089578311613865758e-01
-1.697034856533886360e-01,7.707015435595598873e-02
2.387749077518755772e-02,9.993114902008357059e-02
3.910231751539574030e-01,1.083042172439430545e-01
-1.844765080575021532e-01,3.524100657239381124e-02
9.470677222956660479e-01,1.784358953615234056e-01
-2.024942948948751653e-01,5.884699077986193377e-02
4.411390630356935849e-02,6.193818337507404903e-02
-1.103052261522375066e-01,4.300913858288173131e-02
1.008749467784466614e-01,7.979107837893817390e-02
1.993087988265756227e-01,1.357963578267454008e-01
-9.528200139172429695e-02,2.384233755290548692e-02
8.772029491542826518e-02,8.229217496346968863e-02
-3.167882828024929376e-01,5.454952765323699271e-02
-1.863316676424960350e-01,6.526281958561090668e-02
1.827636273701958858e-01,6.088184342508066310e-02
-9.563116912186640783e-02,2.029956065676295773e-02
2.932180950670567054e-01,9.115264945041842704e-02
3.910407259369870492e-02,3.095396817187311134e-02
1.473450035987562343e-02,2.823446365714914891e-02
-1.065694173855552124e-01,1.882424789118976316e-02
-3.549363409746811304e-02,2.843160087508488088e-02
7.855707598190458940e-02,4.622751342848307327e-02
-4.209237303778552708e-02,6.946956062108732011e-03
1.142902625534737565e-01,2.424807995896661322e-02
3.611210122829827673e-02,1.409499921062038440e-02
1.437814039263933356e-02,1.482963962379927995e-02
2.636339615207206402e-02,1.242048178603511431e-02
7.923067597456424829e-04,3.556013775200814794e-03
-4.286748672760262377e-03,1.763640099889167770e-02
-5.568876169711162822e-04,4.828001354718170803e-03
-3.716718754702979946e-04,3.111340792496882553e-03
-5.499357220410161333e-03,2.273332143037166183e-03
-4.992919391751866366e-03,2.775683925333650558e-03
-2.293348571996792901e-02,5.823090731409729173e-03
-1.661229963129987183e-03,5.436351149842943249e-04
-3.311433355374141050e-03,1.337729162890197816e-03
-2.396265503819567950e-03,8.992110451868346550e-04
-3.347418987380583553e-03,8.009948684649708045e-04
-3.114270766306985894e-03,8.732354224126617987e-04
7.975368423306585137e-04,3.004874729733726505e-04
-2.765686918522402074e-03,1.589771018712662519e-03
-1.075805658062239456e-03,5.572931989300759087e-04
2.110808615519131095e-04,8.410028976922543080e-05
-4.690823727002298420e-04,7.016175164518423932e-05
-1.073362739109694712e-04,4.738250002865976882e-05
4.641966572334720715e-04,1.683250149000388972e-04
